3
138		
0.390408	0.00929228	1
0.357389	0.00952983	1
0.326454	0.0209302	1
0.301406	0.0246572	1
0.280162	0.0201375	1
0.257867	0.0108102	1
0.232909	0.00644761	1
0.203861	0.00322003	1
0.172437	0.00101216	1
0.150414	0.000252736	1
0.115973	0.000484121	1
0.0943102	0.000870966	1
0.0637214	0.00141719	1
0.0395663	0.00303861	1
0.0160942	0.00809226	1
0.00232644	0.0340452	1
0.0201978	0.0467593	1
0.0403214	0.0489953	1
0.072881	0.052613	1
0.0972962	0.0553258	1
0.117352	0.0575543	1
0.14977	0.0640721	1
0.178324	0.0712106	1
0.201716	0.0750713	1
0.227184	0.0814383	1
0.248925	0.0868734	1
0.270289	0.0975216	1
0.285981	0.111801	1
0.297201	0.136339	1
0.302582	0.165814	1
0.306039	0.187591	1
0.313004	0.207821	1
0.322412	0.24037	1
0.330275	0.264017	1
0.342809	0.284483	1
0.361177	0.310303	1
0.379926	0.332231	1
0.398903	0.347546	1
0.417007	0.359616	1
0.437275	0.370478	1
0.456686	0.383554	1
0.473287	0.400155	1
0.491158	0.423541	1
0.499273	0.443833	1
0.502356	0.463966	1
0.501162	0.487461	1
0.49929	0.50798	1
0.505199	0.54067	1
0.519276	0.571475	1
0.525697	0.590865	1
0.531321	0.613358	1
0.534942	0.639594	1
0.536593	0.662669	1
0.542371	0.688755	1
0.561734	0.711178	1
0.593962	0.716552	1
0.614632	0.708103	1
0.627579	0.679929	1
0.626709	0.654678	1
0.623192	0.632706	1
0.61019	0.610948	1
0.607121	0.581403	1
0.605969	0.559514	1
0.615409	0.528396	1
0.638972	0.512753	1
0.664252	0.518617	1
0.679688	0.542283	1
0.683812	0.571413	1
0.684847	0.60142	1
0.688767	0.625174	1
0.706272	0.639207	1
0.732847	0.640706	1
0.750099	0.661765	1
0.760859	0.686598	1
0.781012	0.699925	1
0.809505	0.703608	1
0.832616	0.700171	1
0.851977	0.684673	1
0.872329	0.664982	1
0.901195	0.650339	1
0.920396	0.634453	1
0.940878	0.615991	1
0.958976	0.605136	1
0.984765	0.589161	1
0.996189	0.572221	1
0.998476	0.544312	1
0.986818	0.522589	1
0.961711	0.503356	1
0.940792	0.49206	1
0.921674	0.468361	1
0.907582	0.44325	1
0.889651	0.426169	1
0.871169	0.41652	1
0.851509	0.411606	1
0.831044	0.401585	1
0.814092	0.388018	1
0.804203	0.366011	1
0.807911	0.345928	1
0.818862	0.317556	1
0.822108	0.295778	1
0.825056	0.268111	1
0.822606	0.246064	1
0.818412	0.225952	1
0.813273	0.205398	1
0.809383	0.185291	1
0.81041	0.160646	1
0.811694	0.12983	1
0.813229	0.109563	1
0.823624	0.0813898	1
0.835783	0.0619053	1
0.845378	0.0333405	1
0.822483	0.00927734	1
0.800966	0.00669879	1
0.780898	0.00739078	1
0.760027	0.00995418	1
0.743104	0.0212584	1
0.735961	0.044079	1
0.733916	0.0683055	1
0.732245	0.100072	1
0.718022	0.130944	1
0.695142	0.138711	1
0.674784	0.124704	1
0.674501	0.0947662	1
0.683067	0.0753613	1
0.682606	0.0537802	1
0.680509	0.0291888	1
0.665389	0.0159295	1
0.643103	0.00856949	1
0.623103	0.00953522	1
0.602624	0.00882905	1
0.572188	0.00798451	1
0.545834	0.00817411	1
0.515161	0.00839477	1
0.493965	0.00854727	1
0.459886	0.00879244	1
0.433874	0.00897957	1
0.412399	0.00913407	1
0.390408	0.00929228	1
1
